tweets,id
"whyididntreport nI 12 nthey bit older nI fight nI scream nI say anyth nI froze stare space I float bodi look believ should beguil everi day sinc",841
"whyididntreport A list reason everi time It happen http co khgv178s0x",842
"u0001f609 whyididntreport",843
"that time lack sexual puriti due rape compar half eaten donut youth church n nhttp co pqfxqavf0i n n whyididntreport",844
"whyididntreport becaus happen",845
"men tri ask woman life know sexual assault victim most ask woman girl report assault right away ever most u2019t ask haunt ever sinc It then ask never knew whyididntreport",846
"realdonaldtrump It felt awkward tell boss could make sure I never see client I worri u2019d think reflect poorli somehow whyididntreport",847
"therickydavila never fault send love you alon n whyididntreport n metoo",848
"whyididntreport http co byxxhtk9sz",849
"I 17 26 friend famili My mother told clean blood think whi make mad whyididntreport",850
"sengillibrand thank senat n whyididntreport trend",851
"An amaz thread everi woman I know fulli empath n whyididntreport http co tj0wc7xyhx",852
"whyididntreport I 4 first time didn u2019t realli know option read rapecultur time",853
"realdonaldtrump dear women n nour presid believ deserv trust n nit time show world stori not silenc n nrape rape regardless happen everi person listen deserv justic whyididntreport",854
"whyididntreport sexual assault victim react trump attack ford http co cyilp8cr0u",855
"u201ci realli worth go noth probabl happen u201d whyididntreport",856
"the fact trend break heart whyididntreport",857
"around We handl shit becaus know whyididntreport",858
"whyididntreport http co gmkcuuhbb9",859
"whyididntreport I 11 aunt husband I say anyth I act high school mom took therapi still aunt believ",860
"alyssa_milano dicksp8jr realdonaldtrump I colleg embarrass I thought fault I drink over decad later I know give anyon right touch bodi without consent whyididntreport metoo trumpcanfuckrightoff",861
"becaus I scare fli wtf vote now whyididntreport",862
"If 13 year old grope stranger way home school might feel shock confus guilti shame thing happen even tell best friend n n whyididntreport",863
"realdonaldtrump pappi everi 98 second american sexual assault n7 10 sexual assault go unreport nout 1000 rape 994 perpetr go jail n nwe countri without consequ peopl like trump still blame victim n whyididntreport",864
"fuckyou realdonaldtrump fuck you lindseygrahamsc fuck you senatemajldr fuck you chuckgrassley fuck you kellyannepol fuck anyon discredit threaten belittl someon tell stori amp call liar speak first time year whyididntreport",865
"u0647 u0634 u062a u06af u06cc u0628 u0627 u0639 u0646 u0648 u0627 u0646 u0686 u0631 u0627 u06af u0632 u0627 u0631 u0634 u0646 u062f u0627 u062f u0645 u062f u0631 u062a u0648 u06cc u06cc u062a u0631 u062a u0631 u0646 u062f u0634 u062f u0647 u06a9 u0647 u0628 u0627 u0627 u0633 u062a u0641 u0627 u062f u0647 u0627 u0632 u0634 u0642 u0631 u0628 u0627 u0646 u06cc u0627 u0646 u0622 u0632 u0627 u0631 u062c u0646 u0633 u06cc u062f u0627 u0633 u062a u0627 u0646 u0634 u0648 u0646 u0631 u0648 u0645 u06cc u200c u06af u0646 u0648 u062f u0644 u0627 u06cc u0644 u0634 u0648 u0646 u0628 u0631 u0627 u06cc u0627 u06cc u0646 u06a9 u0647 u06cc u0627 u0628 u0647 u06a9 u0633 u06cc u0646 u06af u0641 u062a u0646 u06cc u0627 u0634 u06a9 u0627 u06cc u062a u0646 u06a9 u0631 u062f u0646 u0627 u0632 u06a9 u0633 u06cc u06a9 u0647 u0628 u0647 u0634 u0648 u0646 u0627 u0632 u0627 u0631 u0631 u0633 u0648 u0646 u062f u0647 u0634 u0645 u0627 u0647 u0645 u0645 u06cc u200c u062a u0648 u0646 u06cc u062f u06cc u0627 u0627 u0632 u0647 u0645 u06cc u0646 u0647 u0634 u062a u06af u0627 u0633 u062a u0641 u0627 u062f u0647 u06a9 u0646 u06cc u062f u06cc u0627 u0627 u0632 u0686 u0631 u0627 u0646 u06af u0641 u062a u0645 n whyididntreport",866
"3 mention told would kill mother I report and I believ bc I watch beat time whyididntreport",867
"whyididntreport I want admit happen onc I I blame get drunk and friend room heard happen amp make attempt stop I believ one go help",868
"whyididntreport nbecaus happen beat friend she want tell one day told teacher went behind back told parent she come school week when back cover blood mark father belt mom",869
"I u2019t talk anymor nafter suffer year w ptsd rape I know I u2019m close edg peopl u2019v never experienc sexual assault idea much horrend issu destroy everi aspect live nI u2019m sign n whyididntreport",870
"spoon it fault seduc parent told everyon knew she chang class school We lost touch two year later drug drink I start high school jump front train n whyididntreport",871
"whyididntreport shake shame associ rape one hardest thing person face We noth asham perpetr ought asham but still weigh heavi",872
"heartbreak stori via whyididntreport hashtag tear induc everyon share I believ 100 I amp support take chanc speak break chain n nand ye someon need show toxic peopl like sadaf kanwal mayb hsycouturek",873
"whyididntreport I drunk underag scare friend told I dramat embarrass I want go away",874
"becaus even one person adult believ happen He 2 month boyfriend becaus I call whore friend classmat nbecaus success even rememb name n u0001f339 n whyididntreport",875
"vabvox I second grade two sixth grade boy caught I cut across empti field way home they pull pant touch I buri memori 40 year whyididntreport",876
"whyididntreport jame 664575 time becaus I ban 3 time alreadi",877
"krassenstein I wonder mani young women trump sexual assault young man what hide n whyididntreport n metoo",878
"foxnew thi sort respons like think whyididntreport demand answer timelin without adequ investig taint kavanaugh huge disservic victim abus even ford one",879
"becaus someon remind reason put front bullet tri educ men make peopl feel okay speak someth I wrote 2014 whyididntreport http co crfetcy2j2",880
"DM detail varieti topic relat phenomenon whyididntreport",881
"My sister 13 step son tri blackmail sex found dirti sketch I drawn sex ed class I spare b c sister heard cri told I hit head play I want get troubl draw I 9 whyididntreport",882
"sayhilly just anoth nail coffin whyididntreport",883
"I 12 member famili whyididntreport",884
"I one stori tell I u2019m sure women three brutal I rais strict cathol home knew somehow I would blame u201csin u201d whyididntreport",885
"whyididntreport I 4 year old I word",886
"eughung poignanc pain whyididntreport nod unison w dash person ptsd lace w thoma scotu despit anita hill potu offic despit p grab misogynist drek opt silenc self preserv unsurpris given dismiss abus power",887
"alyssa_milano I asham I scare I afraid parent would blame I child whyididntreport metoo",888
"whyididntreport sad system blame victim theyr one noth wrong",889
"metoo It u2019 22 year whyididntreport http co tbfsv8a8oz",890
"I kindergarten that whyididntreport",891
"whyididntreport told I want He told sinc I u2019d kiss everyon would think I u2019m lie becaus said sinc I new girl one would believ becaus threaten hurt I even tri tell anyon",892
"whyididntreport 2 4 adrenalin took I seiz opportun get ask help never cross mind barefoot without phone wallet I eventu found way home street gradual becam familiar",893
"becaus horribl peopl like realdonaldtrump whyididntreport",894
"realdonaldtrump whyididntreport whybecaus 11 everyon idol famili I knew wouldnt believ I said noth amp didnt know amp talk deal w anxieti amp custodi fight It hard face problem I felt like burden",895
"hollywood weigh In On top trend whyididntreport respons To donald xa0trump http co gktiaidflr via deadlin",896
"whyididntreport I report the polic laugh ask I proof I thought I",897
"becaus despit imposs k way prove aimbot u0001f622 whyididntreport",898
"whyididntreport n nhttp co kjmb94vfn2",899
"I afraid whyididntreport",900
"tonelocnv jazz20031 amoneyresist donaldjtrumpjr dumb whyididntreport",901
"I drunk I scare I rememb detail I threaten physic violenc one famili member when I final report 8 yr later cop take report ask I flirt rapist whyididntreport",902
"the whyididntreport extrem trigger gonna log amp sleep I appreci hashtag bring light traumat event happend lot peopl lot us recov hellish time past want reliv",903
"I feel sick look tweet I feel angri mani peopl continu never understand noth chang whyididntreport http co jqyjl4mih5",904
"gnomegin bulliegirl1959 michaelzibit23 bjvangundi bennyjohnson I want read stori whyididntreport I never sexual assault I defer feel",905
"the next countless time I gaslight believ I noth w that b c love that u2019t love It abus whyididntreport",906
"you sound like someth hide n n whyididntreport http co 0ammqpg5ui",907
"rape survivor share whi they stay quiet In power whyididntreport tweet 2 3rd peopl u2019t report nsurvivor began share heartbreak harrow experi respons trump u2019 question use hashtag whyididntreport nhttp co ml8ui6j6no metoo",908
"u2019r scroll twitter facebook today I exhort look post hashtag whyididntreport I want anger cultur societi live I want feel agoni pain survivor whose stori read",909
"I young understand happen I 5 By time I final realiz happen I 13 rememb identifi detail femal babysitt it men anyon whyididntreport",910
"popehat whyididntreport becaus biglaw senior partner harass good friend partner associ suppos report He also brought million year firm My evalu would suffer consequ report He valuabl",911
"I glad teenag son work intern katiehill4ca flipthehous metoo whyididntreport http co msgev8ae3v",912
"I sorri anyon endur traumat event I want share littl happen show much victim blame still goe societi even report whyididntreport http co y1gobcjkyh",913
"whyididntreport n nI u2019m wait collect amp media tell make coach polygraph amp offer pay amp legal fee",914
"My rapist spike drink within first minut meet wait drug kick amp took apart rape I escap next morn u2019t rememb I u2019d taken I thought I u2019t offer meaning info whyididntreport http co r7vrtvpyvj",915
"thebloggess I support whyididntreport",916
"whyididntreport one 16 amp drunken 19 marin knew underag amp kept kiss neck frozen fear tri leav held wrist protest need give number took 4 marin k9 unit get away",917
"popular well love theatr circl charact suppos kiss like that front peopl whyididntreport",918
"after trump tweet survivor sexual assault respond whyididntreport cnn http co ew0odfcdh1",919
"A dear friend n My stepdad began rape 6 amp u2019t stop til night I left home 21 5 He use gun amp said u2019d kill us I told mother sent isol job site anyway could rape tortur w interrupt whyididntreport",920
"whyididntreport http co m45edxzt6c",921
"whyididntreport To avoid confus even though twitter name oscar tame I femal I use pseudonym anonym even throw peopl gender u201coscar u201d say much u2019r anonym",922
"whyididntreport I 9 first happen I beaten immedi afterward bc I fear get beat I say anyth It happen year afterward I rape dad friend amp cowork threaten kill dad mom amp sibl rape twice 17",923
"becaus I u2019t know tell anyon becaus I worri friend would say becaus I worri girlfriend would say becaus I worri everyon els situat whyididntreport http co f6ij6p8kuv",924
"I 4 5 year old I molest father He kill I 6 I rememb anyth late teen earli 20 I talk I know famili believ whyididntreport whyidonttel",925
"professorford I believ amp I stand shame anyon say bad get report immedi noon get say someon process feel someth for ask whyididntreport stori mine http co mss2qu96fq",926
"zerlinamaxwel lucywestmorela3 yeah I super cool 16 didn u2019t stop attack all I turn cooler still 6 u2019 sister mohawk heard laugh beat live shit footbal friend I puke bush whyididntreport I drunk",927
"mitch mcconnel gop essenti tell everyon It go happen anyway might well lay back make best whyididntreport nokavanaughconfirm",928
"becaus first time I sexual assault I 2nd grade nobodi believ men like realdonaldtrump belittl women parad disgust disregard women reason whyididntreport shame perpetu patriarchi",929
"when I report incid 7 women came forward they u2019d terrifi say anyth amp believ noth would happen He simpli told live campu still visibl victim daili He arrest year later We warn We ignor whyididntreport",930
"trump attack brett kavanaugh accus now peopl are reveal whyididntreport time http co rvgyrcqiur",931
"whyididntreport the sexual abus women children men heartbreak senior disabl rape daili basi nurs home I sent email call nyc mayor NY gov politician newspap report etc done noth",932
"whyididntreport http co usxqe5cgbx",933
"whyididntreport happen must fault",934
"believ women whyididntreport http co otlhtcpglz",935
"whyididntreport warrior love hear support valid import deserv justic surviv today spite happen strength",936
"whyididntreport mayb never happen what husband son nephew fals accus career amp reput ruin vagu amp hazi detail amp NO evid whatsoev In america innoc proven guilti",937
"whyididntreport anyon anyth say keith ellison http co otgx9iryxo",938
"whyididntreport flipthesen Cc joemanchinwv sendonnelli senatortest senatorheitkamp jeffflak senbobcork bensass senatorcollin lisamurkowski senategop senatedem judiciarydem http co xnnb6wa4p9",939
"whyididntreport lie",940
"He older I trust much I took drink mayb someth I u2019t who would believ whyididntreport",941
"I see jdoejustic follow folk whyididntreport tag like one hand I sure gonna help folk cynic brain bit",942
"I repress memori I 29 I u201cfound u201d I rape victim I u2019t believ anyon would believ stori My uncl dead I u2019t way get justic whyididntreport",943
"becaus I young scare becaus I know better becaus I condit think fault becaus I ask put posit I could taken advantag becaus I never taught consent whyididntreport",944
"realdonaldtrump esrich fuck nicest respons I disgust comment u0001f595 idiotinchief whyididntreport",945
"I abus horribl child My step dad beat molest rape everi day 13 year age 0 13 threaten alway keep rifl room whyididntreport",946
"when I 13 I enough final spoke My mother stay blame even though particip cut On 16th birthday sent card In told I need repent sin call whore whyididntreport",947
"becaus abus happen 17 I alreadi knew societi u2019t take care victim whyididntreport http co tomka0f2nj",948
"women walk life experienc relat nronald reagan u2019 daughter patti davi write experi sexual assault amp u2019t tell any1 4 decad n whyididntreport n metoo ibelievechristin ibelieveh http co uqdzj9tuon",949
"nnedv thi hashtag make seem like okay report I think social media damag good you alway report report sooner later back truth whyididntreport",950
"I still feel guilti say I assault minor part mind say I assault I make big deal noth whyididntreport",951
"I hope chuckgrassley read everi word whyididntreport",952
"which time whyididntreport",953
"To everyon tweet whyididntreport thank share stori you brave",954
"asankin preahkaew I hate I wrote whyididntreport tweet amp delet 10 minut later twice thi shame",955
"whyididntreport http co llcgogcpgj",956
"whyididntreport http co iiteyvzqh4",957
"whyididntreport n1 I kid kid I u2019t understand when I final spoke someon told u201cit u2019t assault bc kid curiou amp girl u2019t hurt girl u201d n2 becaus I 18 year old manag 36 year old felon live halfway hous",958
"alyssa_milano realdonaldtrump I sexual assault 16 doctor I never told mom she lost sister amp father prior thought doctor hung moon I bare put anyth els I kept quiet metoo whyididntreport",959
"I ration assault rape bad I convinc I lucki wors situat report seem much daunt repress n n whyididntreport",960
"krassenstein realdonaldtrump whyididntreport which one for mani us multipl incid after one blame didn want known town slut didnt want rat friend boyfriend No one would believ I 10 A million reason",961
"I came home hour past curfew cover dirt smell alcohol yell mom It easier lie car break versu tell truth rape bonfir also fact I would prob disbeliev whyididntreport",962
"I thought I one lucki one I fight though night I u2019t think I u2019d abl amp struggl w fear So mani friend experienc far wors I u2019t realiz much hurt It 1st real fulltim job whyididntreport",963
"whyididntreport nI 6",964
"I condit believ fault even though I know better whyididntreport",965
"thi I donat everi month nkeep aclu nwe need n whyididntreport n metoo http co phutr0tmml",966
"becaus ex boyfriend law enforc would believ whyididntreport",967
"whyididntreport I 7 He babysitt son It would much troubl find new babysitt",968
"mspackyetti and one us post whyididntreport stand absolut solidar choic share total",969
"Re whyididntreport n nit unfair women continu perform emot labour amp reliv trauma defend common sens point n nthank share stori prefer I respect decis",970
"whyididntreport nI roofi still u2019t know name drove red car I met sinc shut drug blond hair",971
"whyididntreport I trust princip someth besid tell tell next time",972
"whyididntreport sr member march band varsiti QB amp basketbal team u2019 u2b50 ufe0f fwd HS parti amp drink No one would believ I would told ask amp import athlet HS enjoy protect statu metoo",973
"stop ask report ask whi did they DO IT whyididntreport",974
"read whyididntreport stori make sick stomach anyon would go thing I wish I could take hurt away I u2019m sorri thing happen",975
"TW n nit happen three year straight I 10 13 He said game I believ even I still panic attack wake cri I think I ever forget n n whyididntreport",976
"u0001f440 n whyididntreport",977
"other men everi hashtag start much learn n n whyididntreport one n nlet u2019 read reflect challeng better n n believewomen metoo",978
"naral terrycrew I word favor virgin alway say stop time I process happen long enough I start question I rememb correctli whyididntreport",979
"whyididntreport nI sexual harrass stepfath 17 I climb window hous suitcas 18 escap never told mother die without ever know first time I told someon I late 30",980
"becaus threaten kill famili He knew best friend die I told die leukemia 2 week later At 4 u2019t know u2019t kill best friend whyididntreport",981
"I drink I woke top rape He friend drove home make sure I safe My friend believ would polic n n whyididntreport metoo stopkavanaugh",982
"mueller must ask oath whyididntreport rosenstein report act sedit amp treason mccabe gave memo account rosenstein plot crimin conspiraci potu realdonaldtrump year ago can say co conspir n n draintheswamp http co hykuanvc24",983
"whyididntreport becaus I 4 afraid stepfath devil My mother knew noth I 12 I final spoke I spent year foster care I 47 event still haunt",984
"whyididntreport fear",985
"becaus I drunk time becaus I u2019d drug time becaus I u2019d consensu one becaus cute popular I thought nobodi would believ becaus u2019 becom harder rememb everi time whyididntreport",986
"whyididntreport Em pesquisa da actionaid 86 da brasileira ouvida dizem j xe1 ter sofrido ass xe9dio em espa xe7o urbano todo os dia mulher em todo mundo sofrem diversa e perversa forma de ass xe9dio na rua de sua cidad cidadessegurasporqu http co y4czccufi",987
"whyididntreport nso liber world guilti proven innoc realli realli sad",988
"I sorri endur n whyididntreport nthread http co om8n661lzn",989
"whyididntreport trend I share stori well So goe when I young babysitt husband like littl girl you see go after year abus sister I came forward",990
whyididntreport,991
"alyssa_milano realdonaldtrump I u2019t report I condit think I someth wrong parti I u2019t suppos the truth men assault peopl count women report condit whyididntreport metoo believechristin",992
"alyssa_milano realdonaldtrump I child kept secret two decad onli told diari My grandmoth said I told women lot life she also assault 30 work militari type pool By offic whyididntreport",993
"whyididntreport I fuck My mom believ teacher therapist report social servic thi countri run rapist pedophil accomplic So fuck everyon ask but",994
"chococookie92 brycetach gop realdonaldtrump whyididntreport",995
"whyididntreport becaus I much drink amp think I believ especi danc",996
"whyididntreport http co mrzq89mynt",997
"If karenmonahan01 keithellison u2019 accus say kenmartin73 chair minnesota democrat true major stori minnesota well nation media metoo stopkavanaugh believewomen whyididntreport http co qck9j8kpnd",998
"whyididntreport becaus parent would said He salvationist salvat armi they would never ye f king would even religi peopl immun twat despit preach",999
"think51783608 I pray one near ever go read whyididntreport hashtag you realli know talk I talk polit I talk human",1000
